arquivo;curso_codigo;curriculo_ordinal;curriculo_disciplina;curriculo_ch_horas;numero_ue;topico;ue_ch_horas;destino_disciplina_codigo;fundamento_normativo;fundamento_origem;observacao;motivo_da_exclusao
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;1;FERRAMENTAS;4;50 - C-Ap-FR - IX;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;2;ALVENARIA;32;50 - C-Ap-FR - IX;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;3;CONCRETO ARMADO;32;50 - C-Ap-FR - IX;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;4;REPAROS EM CONCRETO ARMADO;15;50 - C-Ap-FR - IX;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2209-1011;MANUTENÇÃO EM AUXÍLIOS À NAVEGAÇÃO FEITOS DE ALVENARIA;110;5;PINTURA;27;50 - C-Ap-FR - IX;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2210-0510;TREINAMENTO FÍSICO MILITAR;40;1;CORRIDA;15;40 - C-Ap-FR - X;Of no 10-6/2025;oficio;"pareado por grafia: banco escreve `TFM.`; conferencia §4.7 confirma TFM = TREINAMENTO FISICO MILITAR. 40 = 40.";
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2210-0510;TREINAMENTO FÍSICO MILITAR;40;2;NATAÇÃO E PERMANÊNCIA DENTRO D`ÁGUA;25;40 - C-Ap-FR - X;Of no 10-6/2025;oficio;"pareado por grafia: banco escreve `TFM.`; conferencia §4.7 confirma TFM = TREINAMENTO FISICO MILITAR. 40 = 40.";
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;1;SEGURANÇA DO TRABALHO;6;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;2;RISCOS AMBIENTAIS;6;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;3;MAPA DE RISCOS AMBIENTAIS;6;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;4;EQUIPAMENTOS DE PROTEÇÃO;10;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;5;INSPEÇÃO DE SEGURANÇA;4;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;6;ANÁLISE E INVESTIGAÇÃO;6;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;7;LEGISLAÇÃO;5;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2211-0510;PREVENÇÃO DE ACIDENTES;50;8;SEMANA INTERNA DE PREVENÇÃO DE ACIDENTES (SIPAT);7;51 - C-Ap-FR - XI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2212-0215;EQUIPAMENTOS E SISTEMAS ELETRÔNICOS DE AUXÍLIO À NAVEGAÇÃO;30;1;NAVEGAÇÃO ELETRÔNICA;14;52 - C-Ap-FR - XII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2212-0215;EQUIPAMENTOS E SISTEMAS ELETRÔNICOS DE AUXÍLIO À NAVEGAÇÃO;30;2;EQUIPAMENTOS E SISTEMAS ELETRÔNICOS DE AUXÍLIO À NAVEGAÇÃO;16;52 - C-Ap-FR - XII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;1;NAVEGAÇÃO;35;53 - C-Ap-FR - XIII;Of no 10-6/2025;oficio;pareado por grafia: banco PERDEU a palavra FIM: `PRATICA DE  DE CURSO EM MANUTENCAO...`. §4.7. 160 = 160.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;2;MANUTENÇÃO EM SINAIS NÁUTICOS DE ALVENARIA;35;53 - C-Ap-FR - XIII;Of no 10-6/2025;oficio;pareado por grafia: banco PERDEU a palavra FIM: `PRATICA DE  DE CURSO EM MANUTENCAO...`. §4.7. 160 = 160.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;3;EQUIPAMENTOS DE SINALIZAÇÃO NÁUTICA;35;53 - C-Ap-FR - XIII;Of no 10-6/2025;oficio;pareado por grafia: banco PERDEU a palavra FIM: `PRATICA DE  DE CURSO EM MANUTENCAO...`. §4.7. 160 = 160.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;4;PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;35;53 - C-Ap-FR - XIII;Of no 10-6/2025;oficio;pareado por grafia: banco PERDEU a palavra FIM: `PRATICA DE  DE CURSO EM MANUTENCAO...`. §4.7. 160 = 160.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2213-0820;PRÁTICA DE FIM DE CURSO EM MANUTENÇÃO DE AUXÍLIOS À NAVEGAÇÃO;160;5;ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;20;53 - C-Ap-FR - XIII;Of no 10-6/2025;oficio;pareado por grafia: banco PERDEU a palavra FIM: `PRATICA DE  DE CURSO EM MANUTENCAO...`. §4.7. 160 = 160.;
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;1;MATEMÁTICA APLICADA NA RESOLUÇÃO DE PROBLEMAS HIDROGRÁFICOS;48;23 - C-Ap-HN - I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;2;ESTATÍSTICA;21;23 - C-Ap-HN - I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;3;FUNDAMENTOS DA TEORIA DOS ERROS;11;23 - C-Ap-HN - I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;4;PROPAGAÇÃO DE ERROS;7;23 - C-Ap-HN - I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;5;QUANTIFICAÇÃO DA INCERTEZA POSICIONAL;3;23 - C-Ap-HN - I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;6;AJUSTAMENTO TOPO-GEODÉSICO;15;23 - C-Ap-HN - I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2101-0621;MATEMÁTICA E FÍSICA APLICADAS À HIDROGRAFIA;126;7;FÍSICA;21;24 - C-Ap-HN - I-I;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;1;SISTEMAS COMPUTACIONAIS;11;25 - C-Ap-HN - II;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `INFO. APLICADA A HIDROGRAFIA`. §4.7 confirma, 51 h.;
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;2;EDITOR DE TEXTO, PLANILHA E APLICATIVO GRÁFICO;4;25 - C-Ap-HN - II;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `INFO. APLICADA A HIDROGRAFIA`. §4.7 confirma, 51 h.;
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;3;SISTEMAS DE BANCO DE DADOS;10;25 - C-Ap-HN - II;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `INFO. APLICADA A HIDROGRAFIA`. §4.7 confirma, 51 h.;
c-ap-hn.pdf;C-Ap-HN;HN-2102- 0150;INFORMÁTICA APLICADA À HIDROGRAFIA;51;4;PROGRAMAÇÃO;26;25 - C-Ap-HN - II;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `INFO. APLICADA A HIDROGRAFIA`. §4.7 confirma, 51 h.;
c-ap-hn.pdf;C-Ap-HN;HN-2103-0508;INGLÊS TÉCNICO;40;1;ESTRUTURA GRAMATICAL I;20;26 - C-Ap-HN - III;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2103-0508;INGLÊS TÉCNICO;40;2;ESTRUTURA GRAMATICAL II;20;26 - C-Ap-HN - III;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2104-0610;METEOROLOGIA;60;1;METEOROLOGIA BÁSICA;26;27 - C-Ap-HN - IV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2104-0610;METEOROLOGIA;60;2;METEOROLOGIA SINÓTICA;34;27 - C-Ap-HN - IV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;1;PROBLEMA GERAL DA NAVEGAÇÃO;4;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;2;DISTÂNCIAS, RUMOS E MARCAÇÕES;4;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;3;POSICIONAMENTO;15;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;4;CARACTERÍSTICAS DO NAVIO PARA MANOBRA;7;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;5;REGRAS DE GOVERNO E BALIZAMENTO;5;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;6;EQUIPAMENTOS USADOS NA NAVEGAÇÃO;18;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;7;SISTEMAS EMPREGADOS NA NAVEGAÇÃO;13;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;8;NAVEGAÇÃO INERCIAL;10;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2105-0428;NAVEGAÇÃO;92;9;ASPECTOS PRÁTICOS DA NAVEGAÇÃO;16;28 - C-Ap-HN - V;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;1;PUBLICAÇÕES DE AUXÍLIO À NAVEGAÇÃO;7;29 - C-Ap-HN - VI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;2;NORMAS DA AUTORIDADE MARÍTIMA;11;29 - C-Ap-HN - VI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;3;CONVENÇÃO DAS NAÇÕES UNIDAS SOBRE O DIREITO DO MAR (CNUDM);7;29 - C-Ap-HN - VI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;4;RESPONSABILIDADE CIVIL DO HIDRÓGRAFO;5;29 - C-Ap-HN - VI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;5;CONCEITOS FUNDAMENTAIS DE APOIO LOGÍSTICO INTEGRADO (ALI);2;29 - C-Ap-HN - VI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2106-0506;HIDROGRAFIA E NAVEGAÇÃO - ASPECTOS LEGAIS;34;6;GESTÃO DE MANUTENÇÃO;2;29 - C-Ap-HN - VI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;1;ESFERA CELESTE;10;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;2;MEDIDA DE TEMPO;6;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;3;CORREÇÃO DAS OBSERVAÇÕES;7;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;4;USO DAS EFEMÉRIDES;4;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;5;AZIMUTE ASTRONÔMICO;6;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;6;ERRO E DESVIO DAS AGULHAS;7;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2107-0510;NAVEGAÇÃO ASTRONÔMICA;56;7;ASPECTOS PRÁTICOS DE NAVEGAÇÃO ASTRONÔMICA;16;30 - C-Ap-HN - VII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;1;CARTOGRAFIA;8;31 - C-Ap-HN - VIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;2;PROJEÇÕES GERAIS;8;31 - C-Ap-HN - VIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;3;PROJEÇÕES CILÍNDRICAS;15;31 - C-Ap-HN - VIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;4;SISTEMA UNIVERSAL TRANSVERSO DE MERCATOR (UTM);12;31 - C-Ap-HN - VIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;5;DOCUMENTOS CARTOGRÁFICOS;8;31 - C-Ap-HN - VIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2108-0610;CARTOGRAFIA;60;6;CONSTRUÇÃO DA CARTA NÁUTICA;9;31 - C-Ap-HN - VIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;1;FUNDAMENTOS DA GEODÉSIA;7;32 - C-Ap-HN - IX;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;2;SISTEMAS GEODÉSICOS DE REFERÊNCIA;7;32 - C-Ap-HN - IX;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;3;TRANSPORTE DE COORDENADAS SOBRE O ELIPSÓIDE DE REVOLUÇÃO;20;32 - C-Ap-HN - IX;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;4;GEODÉSIA ESPACIAL;10;32 - C-Ap-HN - IX;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;5;AS OBSERVÁVEIS GNSS;10;32 - C-Ap-HN - IX;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2109-0710;GEODÉSIA;70;6;GEODÉSIA APLICADA;16;32 - C-Ap-HN - IX;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;1;FUNDAMENTOS DAS MARÉS;14;33 - C-Ap-HN - X;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;2;ANÁLISE E PREVISÃO DA MARÉ;18;33 - C-Ap-HN - X;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;3;MARÉGRAFOS, ESTAÇÃO MAREGRÁFICA E DATUMS;13;33 - C-Ap-HN - X;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2110-0808;MARÉS;64;4;REDUÇÃO DE SONDAGEM;19;33 - C-Ap-HN - X;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;1;PROJETO DE LH;6;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;2;SISTEMAS DE BATIMETRIA E SENSORES AUXILIARES;5;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;3;DETERMINAÇÃO DA PROFUNDIDADE;8;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;4;SONDAGEM MONOFEIXE;5;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;5;SONDAGEM MULTIFEIXE;22;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;6;INSTALAÇÕES DE SENSORES HIDROGRÁFICOS;8;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;7;COMUNICAÇÕES, ELETRÔNICA E INFORMÁTICA;8;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;8;VARREDURA;10;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;9;OUTROS SISTEMAS DE LEVANTAMENTO;2;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;10;PROCEDIMENTOS DE SONDAGEM;24;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;11;OPERAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS HIDROCEANOGRÁFICOS E PRÁTICAS DE SEGURANÇA;8;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;12;PROCESSAMENTO DE DADOS BATIMÉTRICOS;40;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2111- 1212;HIDROGRAFIA;148;13;HIDROGRAFIA MILITAR;2;34 - C-Ap-HN - XI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2112-0126;GERENCIAMENTO DE DADOS HIDROGRÁFICOS;25;1;BANCOS DE DADOS E INFRAESTRUTURAS DE DADOS ESPACIAIS;15;35 - C-Ap-HN - XII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2112-0126;GERENCIAMENTO DE DADOS HIDROGRÁFICOS;25;2;PRODUTOS DERIVADOS DE LH;10;35 - C-Ap-HN - XII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2113-0325;OCEANOGRAFIA;75;1;OCEANOGRAFIA FÍSICA;50;36 - C-Ap-HN - XIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2113-0325;OCEANOGRAFIA;75;2;OCEANOGRAFIA GEOLÓGICA;16;36 - C-Ap-HN - XIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2113-0325;OCEANOGRAFIA;75;3;IMPACTO AMBIENTAL;9;36 - C-Ap-HN - XIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;1;INTRODUÇÃO À TOPOGRAFIA;5;37 - C-Ap-HN - XIV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;2;MEDIDA DE ÂNGULOS;15;37 - C-Ap-HN - XIV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;3;MEDIDA DE DISTÂNCIAS;10;37 - C-Ap-HN - XIV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;4;ALTIMETRIA;15;37 - C-Ap-HN - XIV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;5;PLANIMETRIA;15;37 - C-Ap-HN - XIV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2114-0910;TOPOGRAFIA;90;6;LEVANTAMENTO TOPOGRÁFICO;30;37 - C-Ap-HN - XIV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2115-0138;SENSORIAMENTO REMOTO;38;1;INTRODUÇÃO AO SENSORIAMENTO REMOTO E AO SISTEMA LiDAR;6;38 - C-Ap-HN - XV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2115-0138;SENSORIAMENTO REMOTO;38;2;SISTEMA LiDAR;15;38 - C-Ap-HN - XV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2115-0138;SENSORIAMENTO REMOTO;38;3;SENSORIAMENTO REMOTO;17;38 - C-Ap-HN - XV;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;1;NOÇÕES DE ACÚSTICA;2;39 - C-Ap-HN - XVI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;2;FUNDAMENTOS DE ACÚSTICA SUBMARINA;7;39 - C-Ap-HN - XVI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;3;TRANSDUTORES;2;39 - C-Ap-HN - XVI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;4;EQUAÇÃO SONAR;4;39 - C-Ap-HN - XVI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN- 2116-0407;ACÚSTICA SUBMARINA;28;5;SISTEMAS ACÚSTICOS;13;39 - C-Ap-HN - XVI;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2117-0506;TREINAMENTO FÍSICO MILITAR;40;1;CORRIDA;15;40 - C-Ap-HN - XVII;Of no 10-6/2025;oficio;pareado por grafia: banco escreve `TFM.`. §4.7. 40 = 40.;
c-ap-hn.pdf;C-Ap-HN;HN-2117-0506;TREINAMENTO FÍSICO MILITAR;40;2;NATAÇÃO E PERMANÊNCIA DENTRO D`ÁGUA;25;40 - C-Ap-HN - XVII;Of no 10-6/2025;oficio;pareado por grafia: banco escreve `TFM.`. §4.7. 40 = 40.;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;1;PLANEJAMENTO DO LEVANTAMENTO HIDROGRÁFICO;10;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
c-ap-hn.pdf;C-Ap-HN;HN-2118-1016;LEVANTAMENTO HIDROGRÁFICO DE FIM DE CURSO;160;2;ELABORAÇÃO DO CRONOGRAMA DOS SERVIÇOS A SEREM EXECUTADOS;10;41 - C-Ap-HN - XVIII;Of no 10-6/2025;oficio;;
