arquivo;curso_codigo;curriculo_ordinal;curriculo_disciplina;curriculo_ch_horas;numero_ue;topico;ue_ch_horas;destino_disciplina_codigo;fundamento_normativo;fundamento_origem;observacao;motivo_da_exclusao
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVI;HIDROGRAFIA;239;12;PLANEJAMENTO DE LH;14;18 - CAHO - XVI;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVI;HIDROGRAFIA;239;13;INSTRUÇÕES TÉCNICAS DA DHN;4;18 - CAHO - XVI;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVI;HIDROGRAFIA;239;14;HIDROGRAFIA MILITAR;6;18 - CAHO - XVI;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVI;HIDROGRAFIA;239;15;HIDROGRAFIA APLICADA;40;18 - CAHO - XVI;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVI;HIDROGRAFIA;239;16;PROCESSAMENTO DE DADOS BATIMÉTRICOS;40;18 - CAHO - XVI;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVII;TEORIA DOS ERROS;60;1;FUNDAMENTOS DA TEORIA DOS ERROS;11;19 - CAHO - XVII;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVII;TEORIA DOS ERROS;60;2;PROPAGAÇÃO DE ERROS;19;19 - CAHO - XVII;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVII;TEORIA DOS ERROS;60;3;QUANTIFICAÇÃO DA INCERTEZA POSICIONAL;7;19 - CAHO - XVII;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVII;TEORIA DOS ERROS;60;4;AJUSTAMENTO TOPO-GEODÉSICO;23;19 - CAHO - XVII;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XVIII;LEVANTAMENTO HIDROCEANOGRÁFICO DE FIM DE CURSO;200;1;LEVANTAMENTO HIDROCEANOGRÁFICO DE FIM DE CURSO (LHFC);200;20 - CAHO - XVIII;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XIX;TREINAMENTO FÍSICO MILITAR;70;1;CORRIDA;35;21 - CAHO - XIX;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XIX;TREINAMENTO FÍSICO MILITAR;70;2;NATAÇÃO E PERMANÊNCIA DENTRO D’ÁGUA;35;21 - CAHO - XIX;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XX;METODOLOGIA DA PESQUISA;119;1;TÉCNICAS PARA ELABORAÇÃO DE MONOGRAFIAS;2;22 - CAHO - XX;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XX;METODOLOGIA DA PESQUISA;119;2;NORMATIZAÇÃO DO TRABALHO CIENTÍFICO;2;22 - CAHO - XX;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XX;METODOLOGIA DA PESQUISA;119;3;ESTRUTURA DO TRABALHO INDIVIDUAL;4;22 - CAHO - XX;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;XX;METODOLOGIA DA PESQUISA;119;4;PESQUISA, DESENVOLVIMENTO E ORIENTAÇÃO;111;22 - CAHO - XX;Of no 10-6/2025;oficio;;
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;MATFIS;NIVELAMENTO DE MATEMÁTICA E FÍSICA;56;1;EMPREGO DOS CONCEITOS DE MATEMÁTICA NA RESOLUÇÃO DE PROBLEMAS PRÁTICOS;28;1 - CAHO - MAT;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
2.-of-10-6-2025-densm-ciaara-ana-caho-512.2.01.pdf;CAHO;MATFIS;NIVELAMENTO DE MATEMÁTICA E FÍSICA;56;2;EMPREGO DOS CONHECIMENTOS DE FÍSICA NA RESOLUÇÃO DE PROBLEMAS PRÁTICOS;28;2 - CAHO - FIS;Of no 10-6/2025;oficio;desdobramento N-3 (conferencia §4.2);
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;I;SISTEMAS FLUTUANTES DE POLIETILENO;34;1;ORIENTAÇÕES E DOCUMENTOS DA IALA;4;119 - C-ApA-AuxNav-PR-SP - I;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;I;SISTEMAS FLUTUANTES DE POLIETILENO;34;2;BOIAS DE POLIETILENO;20;119 - C-ApA-AuxNav-PR-SP - I;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;I;SISTEMAS FLUTUANTES DE POLIETILENO;34;3;ATIVIDADE PRÁTICA DE PINTURA E REPARO;10;119 - C-ApA-AuxNav-PR-SP - I;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;II;INGLÊS TÉCNICO APLICADO AOS AUXÍLIOS À NAVEGAÇÃO;28;1;ESTRATÉGIAS DE LEITURA;28;120 - C-ApA-AuxNav-PR-SP - II;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;III;PROJETO DE CONCLUSÃO DE CURSO;80;1;APRESENTAÇÃO DOS TEMAS;10;121 - C-ApA-AuxNav-PR-SP - III;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;III;PROJETO DE CONCLUSÃO DE CURSO;80;2;ORIENTAÇÃO DE FORMATAÇÃO, ESTRUTURAÇÃO E COMPOSIÇÃO DO TRABALHO DE FINAL DE CURSO;70;121 - C-ApA-AuxNav-PR-SP - III;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;IV;RADAR BEACON (RACON) E AIS AtoN;30;1;RADAR BEACON;10;122 - C-ApA-AuxNav-PR-SP - IV;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;IV;RADAR BEACON (RACON) E AIS AtoN;30;2;AIS AtoN;10;122 - C-ApA-AuxNav-PR-SP - IV;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;IV;RADAR BEACON (RACON) E AIS AtoN;30;3;ATIVIDADE PRÁTICA;10;122 - C-ApA-AuxNav-PR-SP - IV;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;V;RADIONAVEGAÇÃO, DGNSS, CONTROLE E MONITORAMENTO REMOTO;24;1;INTRODUÇÃO À RADIONAVEGAÇÃO E DGNSS;24;123 - C-ApA-AuxNav-PR-SP - V;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VI;MANUTENÇÃO DE SISTEMAS GERADORES DE CORRENTE ALTERNADA;24;1;SISTEMAS DE ALIMENTAÇÃO DE CA;6;124 - C-ApA-AuxNav-PR-SP - VI;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VI;MANUTENÇÃO DE SISTEMAS GERADORES DE CORRENTE ALTERNADA;24;2;GERADORES FOTOVOLTAICOS E EÓLICOS;8;124 - C-ApA-AuxNav-PR-SP - VI;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VI;MANUTENÇÃO DE SISTEMAS GERADORES DE CORRENTE ALTERNADA;24;3;SISTEMAS GERADORES A DIESEL E GASOLINA;10;124 - C-ApA-AuxNav-PR-SP - VI;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VII;FUNDAMENTOS BÁSICOS PARA A ANÁLISE DE PROJETOS DE AUXÍLIOS À NAVE;40;1;A IMPORTÂNCIA DOS AUXÍLIOS À NAVEGAÇÃO MARÍTIMOS (AtoN);7;125 - C-ApA-AuxNav-PR-SP - VII;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VII;FUNDAMENTOS BÁSICOS PARA A ANÁLISE DE PROJETOS DE AUXÍLIOS À NAVE;40;2;A NECESSIDADE DE AtoN;7;125 - C-ApA-AuxNav-PR-SP - VII;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VII;FUNDAMENTOS BÁSICOS PARA A ANÁLISE DE PROJETOS DE AUXÍLIOS À NAVE;40;3;CONSIDERAÇÕES GERAIS DOS AUXÍLIOS À NAVEGAÇÃO;6;125 - C-ApA-AuxNav-PR-SP - VII;Of no 10-26/2022;oficio;;
2._of-10-26-2022-densm-ciaara-an-c-apa-aux-nav-sp_0_0.pdf;C-ApA-AuxNav-PR-SP;VII;FUNDAMENTOS BÁSICOS PARA A ANÁLISE DE PROJETOS DE AUXÍLIOS À NAVE;40;4;NOÇÕES DE ANÁLISE DE PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;20;125 - C-ApA-AuxNav-PR-SP - VII;Of no 10-26/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-I-EAD;INGLÊS TÉCNICO APLICADO À PRODUÇÃO CARTOGRÁFICA;30;1;ESTRATÉGIAS DE LEITURA;30;126 - C-ApA-PCN-PR-EAD - PCN-PR-I-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-II-EAD;INTRODUÇÃO À SEGURANÇA DA NAVEGAÇÃO;40;1;NAVEGAÇÃO SOLAS;10;127 - C-ApA-PCN-PR-EAD - PCN-PR-II-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-II-EAD;INTRODUÇÃO À SEGURANÇA DA NAVEGAÇÃO;40;2;DIRETORIA DE HIDROGRAFIA E NAVEGAÇÃO (DHN);10;127 - C-ApA-PCN-PR-EAD - PCN-PR-II-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-II-EAD;INTRODUÇÃO À SEGURANÇA DA NAVEGAÇÃO;40;3;CHM;10;127 - C-ApA-PCN-PR-EAD - PCN-PR-II-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-II-EAD;INTRODUÇÃO À SEGURANÇA DA NAVEGAÇÃO;40;4;NOÇÕES DE CARTOGRAFIA;10;127 - C-ApA-PCN-PR-EAD - PCN-PR-II-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;1;HISTÓRICO;10;128 - C-ApA-PCN-PR-EAD - PCN-PR-III-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;2;PLANO CARTOGRÁFICO NÁUTICO BRASILEIRO (PCNB);10;128 - C-ApA-PCN-PR-EAD - PCN-PR-III-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;3;ESTRUTURA DO CHM;10;128 - C-ApA-PCN-PR-EAD - PCN-PR-III-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-III-EAD;CARTOGRAFIA NÁUTICA BRASILEIRA;40;4;PLANOS DE TRABALHO DA DHN;10;128 - C-ApA-PCN-PR-EAD - PCN-PR-III-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-IV-EAD;PRODUÇÃO CARTOGRÁFICA;50;1;TIPOS DE PRODUTOS CARTOGRÁFICOS;10;129 - C-ApA-PCN-PR-EAD - PCN-PR-IV-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-IV-EAD;PRODUÇÃO CARTOGRÁFICA;50;2;PRODUÇÃO DE NOVAS EDIÇÕES;40;129 - C-ApA-PCN-PR-EAD - PCN-PR-IV-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-V-EAD;ATUALIZAÇÃO CARTOGRÁFICA;40;1;PUBLICAÇÕES DE AUXÍLIOS À NAVEGAÇÃO;10;130 - C-ApA-PCN-PR-EAD - PCN-PR-V-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-V-EAD;ATUALIZAÇÃO CARTOGRÁFICA;40;2;AVISOS;20;130 - C-ApA-PCN-PR-EAD - PCN-PR-V-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-V-EAD;ATUALIZAÇÃO CARTOGRÁFICA;40;3;ATUALIZAÇÃO CARTOGRÁFICA;10;130 - C-ApA-PCN-PR-EAD - PCN-PR-V-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VI-EAD;DESENVOLVIMENTO PARA O FUTURO;40;1;O MODELO DE DADOS UNIVERSAL (S-100);20;131 - C-ApA-PCN-PR-EAD - PCN-PR-VI-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VI-EAD;DESENVOLVIMENTO PARA O FUTURO;40;2;S-101 e S-401: AS ENC E InlanENC DO FUTURO;20;131 - C-ApA-PCN-PR-EAD - PCN-PR-VI-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VII-EAD;TRABALHO DE FIM DE CURSO;80;1;APRESENTAÇÃO DOS TEMAS;10;132 - C-ApA-PCN-PR-EAD - PCN-PR-VII-EAD;Of no 10-31/2022;oficio;;
2._of-10-31-densm-ciaara-an-capa-pcn-pr-ead_2.pdf;C-ApA-PCN-PR-EAD;PCN-PR-VII-EAD;TRABALHO DE FIM DE CURSO;80;2;ORIENTAÇÃO DE FORMATAÇÃO, ESTRUTURAÇÃO E COMPOSIÇÃO DO TRABALHO DE FINAL DE CURSO;70;132 - C-ApA-PCN-PR-EAD - PCN-PR-VII-EAD;Of no 10-31/2022;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;1;INSTALAÇÕES ELÉTRICAS;48;42 - C-Ap-FR - I;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;2;DISPOSITIVOS DE PROTEÇÃO;17;42 - C-Ap-FR - I;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;3;ELETRODUTOS, CÁLCULOS E DIMENSIONAMENTOS;37;42 - C-Ap-FR - I;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2201-1012;INSTALAÇÕES ELÉTRICAS;120;4;PRECAUÇÕES DE SEGURANÇA;18;42 - C-Ap-FR - I;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;1;AUXÍLIOS À NAVEGAÇÃO;30;43 - C-Ap-FR - II;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;2;BALIZAMENTO;10;43 - C-Ap-FR - II;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;3;ESTABELECIMENTO, CANCELAMENTO E ALTERAÇÃO DE SINAIS NÁUTICOS DE AUXÍLIOS À NAVEGAÇÃO;15;43 - C-Ap-FR - II;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2202-0511;AUXÍLIOS À NAVEGAÇÃO;65;4;COMUNICAÇÃO DE ALTERAÇÃO EM AUXÍLIOS À NAVEGAÇÃO;10;43 - C-Ap-FR - II;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2203-0325;EQUIPAMENTOS DE AUXÍLIOS À NAVEGAÇÃO;75;1;LANTERNAS ELÉTRICAS PORTÁTEIS;20;44 - C-Ap-FR - III;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2203-0325;EQUIPAMENTOS DE AUXÍLIOS À NAVEGAÇÃO;75;2;LANTERNAS DE DIODO EMISSOR DE LUZ (LED);22;44 - C-Ap-FR - III;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2203-0325;EQUIPAMENTOS DE AUXÍLIOS À NAVEGAÇÃO;75;3;EQUIPAMENTOS AUTOMÁTICOS DE ALTA INTENSIDADE;33;44 - C-Ap-FR - III;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2204-0520;PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;104;1;PESQUISA DE DELINEAMENTO;64;45 - C-Ap-FR - IV;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2204-0520;PROJETOS DE AUXÍLIOS À NAVEGAÇÃO;104;2;LINHA DE FUNDEIO;40;45 - C-Ap-FR - IV;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;1;DADOS OPERACIONAIS SOBRE MEIOS FLUTUANTES;10;46 - C-Ap-FR - V;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `OPERACOES E ADM DE AUXILIOS A NAVEGACAO`. CH 140 = 140.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;2;ELABORAÇÃO DE INSTRUÇÕES ESPECIAIS;10;46 - C-Ap-FR - V;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `OPERACOES E ADM DE AUXILIOS A NAVEGACAO`. CH 140 = 140.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;3;SISTEMA DE MANUTENÇÃO PLANEJADA DAS OPERAÇÕES DE AUXÍLIOS À NAVEGAÇÃO;35;46 - C-Ap-FR - V;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `OPERACOES E ADM DE AUXILIOS A NAVEGACAO`. CH 140 = 140.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;4;ABASTECIMENTO;38;46 - C-Ap-FR - V;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `OPERACOES E ADM DE AUXILIOS A NAVEGACAO`. CH 140 = 140.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2205-1014;OPERAÇÕES E ADMINISTRAÇÃO DE AUXÍLIOS À NAVEGAÇÃO;140;5;CONTROLE DE SISTEMAS DE AUXÍLIOS À NAVEGAÇÃO;47;46 - C-Ap-FR - V;Of no 10-6/2025;oficio;pareado por grafia: banco abrevia: `OPERACOES E ADM DE AUXILIOS A NAVEGACAO`. CH 140 = 140.;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;1;PUBLICAÇÕES;25;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;2;NAVEGAÇÃO COSTEIRA;45;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;3;ALINHAMENTO;10;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;4;SEGMENTOS CAPAZES;10;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;5;CARTA ELETRÔNICA;8;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;6;ELECTRONIC CHART DISPLAY AND INFORMATION SYSTEM (ECDIS);8;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;7;E-NAVIGATION;6;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2206-0253;NAVEGAÇÃO;120;8;NORMAS PARA NAVEGAÇÃO NOS NAVIOS DA MB;8;47 - C-Ap-FR - VI;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2207-0510;INGLÊS TÉCNICO;50;1;ESTRUTURA GRAMATICAL I;25;48 - C-Ap-FR - VII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2207-0510;INGLÊS TÉCNICO;50;2;ESTRUTURA GRAMATICAL II;25;48 - C-Ap-FR - VII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;1;CONCEITOS MATEMÁTICOS NA REPRESENTAÇÃO DA TERRA E DA CARTA NÁUTICA;4;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;2;SEMELHANÇA DE TRIÂNGULOS NA NAVEGAÇÃO COSTEIRA;4;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;3;GEOMETRIA MÉTRICA ESPACIAL APLICADA À TOPOGRAFIA;3;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;4;MEDIDA DE ÂNGULO;10;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;5;TOPOGRAFIA;5;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;6;MEDIDA DE ÂNGULOS EM TOPOGRAFIA;16;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;7;MEDIDA DE DISTÂNCIAS;10;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;8;ALTIMETRIA;14;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;9;SISTEMAS ORBITAIS (RASTREIO);20;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
4.-of-10-6-2025-densm-ciaara-anc-c-ap-fr.pdf;C-Ap-FR;FR-2208-1010;TOPOGRAFIA;100;10;PLANIMETRIA;14;49 - C-Ap-FR - VIII;Of no 10-6/2025;oficio;;
