arquivo;curso_sigla;disciplina_ordinal;disciplina_nome;disciplina_ch_horas;numero_ue;topico;ue_ch_horas;qtd_subunidades;subunidades
c-esp-alh.pdf;C-Esp-ALH;VII;ANÁLISE DE DADOS TOPOGEODÉSICOS;37;1;DEFINIÇÕES GERAIS;17;5;"Levantamentos Topogeodésicos | Técnicas de levantamentos topográficos | Técnicas de posicionamento GNSS | Análise de Dados GNSS oriundos de um LH; e | Criação de Fichas de Estações F-21"
c-esp-alh.pdf;C-Esp-ALH;VII;ANÁLISE DE DADOS TOPOGEODÉSICOS;37;2;ANÁLISE DE DADOS GNSS;20;7;"Relatório de Campo de dados GNSS | Análise do arquivo de dados GNSS RINEX | Busca dos arquivos de correções do erro de relógio e efemérides precisas | Pós-processamento de dado GNSS (rastreio estático) | Análise da qualidade do dado | Elaboração da Ficha de Estação F-21; e | Estudo de caso"
c-esp-alh.pdf;C-Esp-ALH;VIII;AQUISIÇÃO, PROCESSAMENTO E ANÁLISE DE DADOS DE BATIMETRIA;60;1;ARQUITETURA DO MBES;8;3;"Equipamentos componentes do sistema multifeixe e suas respectivas funções (ecobatímetro | Alinhamento de sensores e “Patch Test”; e | Planejamento de um LH com MBES"
c-esp-alh.pdf;C-Esp-ALH;VIII;AQUISIÇÃO, PROCESSAMENTO E ANÁLISE DE DADOS DE BATIMETRIA;60;2;AQUISIÇÃO DE DADOS;8;2;"Montagem e teste do MBES e seus equipamentos periféricos; e | Realização de Patch Test e sondagem na área escolhida para o LH"
c-esp-alh.pdf;C-Esp-ALH;VIII;AQUISIÇÃO, PROCESSAMENTO E ANÁLISE DE DADOS DE BATIMETRIA;60;3;PROCESSAMENTO E ANÁLISE DE DADOS;44;7;Conversão de dados brutos | Processamento dos dados pelos métodos Swath Angle e Cube do Caris Hips & Sips | Geração de superfícies | Determinação da Ordem do LH à luz da publicação S-44, da Organização Hidrográfica | Inserção dos dados aproveitados no Caris Bathy Database | Erros mais comuns que fazem com que o LH não seja aproveitado, à luz da NORMAM-25 | Estudo de caso
c-esp-alh.pdf;C-Esp-ALH;IX;PROCEDIMENTOS OPERACIONAIS PARA ANÁLISE DE LEVANTAMENTOS;50;1;PROCEDIMENTOS OPERACIONAIS DO CHM;50;4;"Procedimentos Operacionais - maregrafia | Procedimentos Operacionais - batimetria | Procedimentos Operacionais - geomorfologia; e | Estudo de caso"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;1;INTRODUÇÃO À METEOROLOGIA;2;4;"Definição de Meteorologia | Tempo x Clima | História da Meteorologia; e | Áreas de estudo da Meteorologia"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;2;ATMOSFERA TERRESTRE;3;3;"Composição | Estrutura Vertical; e | Escalas dos fenômenos atmosféricos"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;3;RADIAÇÃO NA ATMOSFERA;4;6;"Movimentos de rotação e translação da Terra | Estações do ano | Radiação solar e terrestre | Processos radiativos (emissão, absorção, reflexão e espalhamento) | Leis físicas da radiação (Wien e Stefan-Boltzmann); e | Balanço radiativo do sistema Terra-atmosfera"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;4;PARÂMETROS METEOROLÓGICOS;4;4;"Temperatura do ar | Pressão atmosférica | Vento; e | Umidade atmosférica"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;5;NUVENS;3;6;"Definição | Processos de formação | Classificação | Particularidades suplementares das nuvens | Nuvens especiais; e | Atlas Internacional de Nuvens"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;6;PRECIPITAÇÃO;4;5;"Definição | Processo de formação e crescimento de gotas d´água e cristais de gelo | Processo de formação de granizo | Unidades de medida; e | Classificação quanto ao tipo, caráter e intensidade"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;7;VISIBILIDADE;3;3;"Definição | Fatores que afetam a visibilidade; e | Técnicas de observação"
c-esp-me.pdf;C-Esp-ME;I;METEOROLOGIA BÁSICA;28;8;METEOROS;5;5;"Definição | Hidrometeoros | Litometeoros | Fotometeoros; e | Eletrometeoros"
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;1;NOÇÕES FUNDAMENTAIS;6;5;"Natureza e importância das observações meteorológicas | Classificação das estações meteorológicas | Redes de estações meteorológicas | Tipos de observações; e | Grandezas e unidades"
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;2;INSTRUMENTAÇÃO METEOROLÓGICA;16;5;"Tipos fundamentais de instrumentos meteorológicos | Mecanismos de funcionamento | Técnicas de manuseio | Leitura e registro dos dados; e | Manutenção e calibração"
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;3;ESTAÇÕES METEOROLÓGICAS;8;7;"Definição e classificação | Ajardinado e abrigo meteorológico | Estações meteorológicas de superfície convencionais | Estações meteorológicas de superfície automáticas | Estações meteorológicas de altitude | Plataformas de coleta de dados; e | Armazenamento e processamento de dados"
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;4;OBSERVAÇÃO METEOROLÓGICA;10;6;"Normas e padronização da Organização Meteorológica Mundial | Observação meteorológica de superfície | Observação meteorológica de altitude | Observação das condições do tempo | Observação das condições do mar; e | Registro e controle de qualidade dos dados observados"
c-esp-me.pdf;C-Esp-ME;II;INSTRUMENTAÇÃO E OBSERVAÇÃO METEOROLÓGICA;70;5;CÓDIGOS METEOROLÓGICOS;30;7;"Principais tipos de códigos meteorológicos | Finalidade e aplicação | Interpretação | Codificação | Decodificação | Plotagem; e | Registros meteorológicos"
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;1;NOÇÕES FUNDAMENTAIS;4;3;"Hardware e software | Internet e intranet; e | Redes de comunicação de dados"
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;2;SISTEMAS OPERACIONAIS;16;2;"Operações e comandos básicos; e | Principais aplicações em meteorologia"
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;3;REDES DE COMUNICAÇÃO DE DADOS;4;2;"Redes de dados meteorológicos; e | Sistemas de transmissão e recepção"
c-esp-me.pdf;C-Esp-ME;III;INFORMÁTICA APLICADA;46;4;SOFTWARE DE VISUALIZAÇÃO DE DADOS AMBIENTAIS;22;2;Programas de computador para análise e interpretação de dados para geração de | Rotinas de programação para criação de produtos de auxílio à decisão
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;1;NOÇÕES FUNDAMENTAIS;2;2;"Escalas dos movimentos atmosféricos; e | Sistemas de coordenadas escalares e vetoriais"
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;2;FORÇAS REAIS E APARENTES;6;6;"Sistemas referenciais não inerciais e forças aparentes | Força do gradiente de pressão | Força gravitacional e de gravidade | Força de Coriolis | Força centrífuga; e | Força de atrito"
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;3;EQUAÇÕES DO MOVIMENTO;4;2;"Introdução às equações do movimento; e | Análise de escala"
c-esp-me.pdf;C-Esp-ME;IV;METEOROLOGIA DINÂMICA;22;4;APLICAÇÕES DAS EQUAÇÕES DO MOVIMENTO;10;6;"Vento gestrófico | Vento gradiente | Vento ciclostrófico | Cinemática do campo de vento: divergência, convergência, circulação e vorticidade | Geopotencial e espessura atmosférica; e | Vento térmico"
c-esp-me.pdf;C-Esp-ME;V;CLIMATOLOGIA;25;1;CLIMATOLOGIA GERAL;6;5;"Diferença entre tempo e clima | Elementos climáticos | Fatores climáticos | Classificações climáticas; e | El Niño e La Niña: Oscilação Sul"
c-esp-me.pdf;C-Esp-ME;V;CLIMATOLOGIA;25;2;CLIMATOLOGIA ESTATÍSTICA;9;4;"Noções básicas de estatística | Estatísticas descritivas | Distribuição de frequência de uma variável meteorológica; e | Interpretação de gráficos estatísticos climatológicos"
c-esp-me.pdf;C-Esp-ME;V;CLIMATOLOGIA;25;3;CLIMATOLOGIA APLICADA;10;2;"Elaboração de boletins climatológicos; e | Cartas Piloto"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;1;CONCEITOS BÁSICOS;2;3;"Definição e História | Horário Médio de Greenwich; e | Rede mundial de observações meteorológicas"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;2;SISTEMAS DE PRESSÃO;2;4;"Sistema de alta e baixa pressão | Cristas, cavados e pontos de colo | Circulação dos sistemas de pressão; e | Convergência e divergência"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;3;CIRCULAÇÃO GERAL DA ATMOSFERA;6;6;"O movimento do ar | Modelos de circulação | Distribuição de vento e pressão atmosférica à superfície e altitude | Ciclones e anticiclones | Ventos alísios; e | Monções"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;4;MASSAS DE AR;4;6;"Conceito | Regiões de origem | Classificação | Propriedades | Condições de tempo associadas; e | Massas de ar que afetam a América do Sul"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;5;SISTEMAS FRONTAIS;6;4;"Conceito e classificação | Características | Condições de tempo e nebulosidade associadas; e | Etapas do desenvolvimento de um sistema frontal"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;6;CARTAS SINÓTICAS DE SUPERFÍCIE;18;5;"Projeções e escalas cartográficas de mapas sinóticos | Representação monocromática e policromática de sistema de pressão e frontais | Plotagem de mensagens meteorológicas | Análise sinótica; e | Identificação de cristas, cavados e sistemas frontais"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;7;SISTEMAS SINÓTICOS;18;7;"Zona de Convergência Intertropical (ZCIT) | Zona de Convergência do Atlântico Sul (ZCAS) | Alta da Bolívia | Baixa do Chaco | Vórtices Ciclônicos de Altos Níveis (VCAN) | Bloqueios atmosféricos; e | Correntes de jato em altos e baixos níveis"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;8;CICLONES TROPICAIS;6;8;"Condições de tempo na região tropical | Ondas de leste | Condições para formação | Classificação e Estrutura | Condições meteorológicas associadas | Período e regiões de ocorrência | Centros meteorológicos de monitoramento; e | Interpretação de produtos e alertas"
c-esp-me.pdf;C-Esp-ME;VI;METEOROLOGIA SINÓTICA;72;9;SISTEMAS DE MICROESCALA E MESOESCALA;10;6;"Sistemas convectivos de mesoescala | Trovoadas de célula simples, multicélulas e supercélulas | Linhas de instabilidade | Complexos Convectivos de Mesoescala (CCM) | Brisa marítima e terrestre; e | Brisa de vale e montanha"
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;1;INTRODUÇÃO AO SENSORIAMENTO REMOTO;2;8;"Breve histórico | Princípios físicos | Processos de imageamento | Estações de recepção | Sensores | Resoluções | Técnicas de processamento e realce; e | Processamento digital de imagens"
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;2;SATÉLITES AMBIENTAIS;4;6;"Introdução e breve história | Canais e sensores | Características das imagens | A componente espacial do Sistema de Observação Global (GOS) | Missões de satélites meteorológicos de órbita polar; e | Missões de satélites meteorológicos de órbita geoestacionária"
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;3;SISTEMAS DE RECEPÇÃO DE DADOS, PRODUTOS E IMAGENS DE ALTA RESOLUÇÃO DE SATÉLITES METEOROLÓGICOS IMPLANTADOS NA MB;14;3;"Sistema de recepção de imagens meteorológicas de órbita geoestacionária | Sistema de recepção de imagens meteorológicas de órbita polar; e | Aplicabilidade e importância dos produtos e imagens que são disponibilizados"
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;4;INTERPRETAÇÃO DE IMAGENS;18;7;"Conceitos básicos | Variações no campo espectral, espacial e temporal | Tratamento digital básico: técnicas de realce, animação e zoom | Características dos canais visível, infravermelho e vapor d’água | Identificação de nuvens | Identificação de sistemas de pressão e frontais; e | Detecção de névoas e nevoeiros"
c-esp-me.pdf;C-Esp-ME;VII;SENSORIAMENTO REMOTO;50;5;RADARES METEOROLÓGICOS;12;3;"Principais componentes | Esquema de funcionamento; e | Interpretação de imagens"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;1;CONCEITOS GERAIS;2;3;"A Meteorologia na proteção ao voo | Organização da Aviação Civil Internacional (OACI); e | Sistema de Controle do Espaço Aéreo Brasileiro"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;2;CONHECIMENTOS BÁSICOS;3;7;"Atmosfera padrão | Superfícies isobáricas-padrão | Altitude de pressão | Pressão atmosférica - reduções da pressão | Equilíbrio da atmosfera | Altimetria; e | Inversões térmicas"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;3;OBSERVAÇÕES METEOROLÓGICAS PARA FINS AERONÁUTICO;4;3;"Visibilidade | Alcance visual da pista; e | Condições de tempo associadas ao voo no interior dos diferentes tipos de nuvens"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;4;FENÔMENOS METEOROLÓGICOS ADVERSOS À AVIAÇÃO;4;5;"Trovoadas | Turbulência | Formação de gelo em aeronaves | Restrições de visibilidade; e | Cortantes de vento"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;5;CÓDIGOS METEOROLÓGICOS;20;5;"Meteorological Aerodrome Report (METAR) | Terminal Aerodrome Forecast (TAF) | Informe Meteorológico Especial De Aeródromo (SPECI) | Aircraft Reports (AIREP); e | BOWWAVE"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;6;CARTAS METEOROLÓGICAS;6;4;"Cartas SIGWX | Cartas WIND ALOFT PROG | Cortes verticais; e | Cartas de ventos em níveis de voo"
c-esp-me.pdf;C-Esp-ME;VIII;METEOROLOGIA AERONÁUTICA;48;7;BRIEFINGS METEOROLÓGICOS;9;1;Briefing meteorológico para operações aéreas
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;1;CONCEITOS BÁSICOS;6;8;"Matéria, substância e sistemas | Fases da matéria | Mudanças de fase | Variáveis de estado | Equilíbrio térmico | Densidade | Calor sensível e calor latente; e | Calor específico"
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;2;LEIS DA TERMODINÂMICA;6;4;"Trabalho | Equação de estado | Processos adiabáticos nos gases ideais; e | Primeira Lei da Termodinâmica"
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;3;TERMODINÂMICA DO AR ÚMIDO;6;3;"Parâmetros de umidade | Processo adiabático; e | Equação psicrométrica"
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;4;DIAGRAMAS TERMODINÂMICOS;10;6;"Definição de parâmetros | Propriedades | Tipos | Diagrama Skew-T LogP | Plotagem de dados; e | Métodos para determinação de parâmetros de umidade"
c-esp-me.pdf;C-Esp-ME;IX;TERMODINÂMICA DA ATMOSFERA;38;5;ESTABILIDADE DA ATMOSFERA;10;5;"Estabilidade atmosférica | Inversão Térmica | Método da parcela | Critérios de estabilidade no diagrama Skew-T LogP; e | Índices de instabilidade"
c-esp-me.pdf;C-Esp-ME;X;OCEANOGRAFIA E METEOROLOGIA MARINHA;22;1;METEOROLOGIA MARINHA;6;4;"Ondas | Vagas e Marulhos | Escala Douglas do estado do mar; e | Medição de alturas das ondas"
c-esp-me.pdf;C-Esp-ME;X;OCEANOGRAFIA E METEOROLOGIA MARINHA;22;2;OCEANOGRAFIA;6;6;"Propriedades físico-químicas da água do mar | Geomorfologia Marinha | Circulação dos oceanos | Tsumamis | Ressurgência; e | Oceanografia Operacional"
c-esp-me.pdf;C-Esp-ME;X;OCEANOGRAFIA E METEOROLOGIA MARINHA;22;3;GELO MARINHO E TERRESTRE;10;7;"Formação e derretimento | Climatologia | Classificação | Monitoramento | Interpretação básica de imagens de satélite de alta resolução | Interpretação básica de cartas de concentração, limite e deriva; e | Interpretação de boletins e informes glaciológicos"
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;1;CONCEITOS GERAIS;4;5;"Organização dos serviços meteorológicos | Intercâmbio de informações meteorológicas | Análise e previsão do tempo | Boletins e avisos de mau tempo; e | Cartas de pressão à superfície"
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;2;SERVIÇO METEOROLÓGICO MARINHO;4;3;"Missão | Atribuições; e | Publicações normativas"
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;3;PREVISÃO NUMÉRICA DO TEMPO;12;5;"Conceitos básicos de modelagem numérica | Modelos numéricos gerados pela MB | Interpretação | Análise de campos escalares de interesse ao nível da superfície; e | Análise dos campos nos níveis atmosféricos superiores"
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;4;BOLETINS E AVISOS DE MAU TEMPO;10;5;"Interpretação do meteoromarinha | Interpretação dos avisos de mau tempo | Interpretação de previsões meteorológicas especiais | Metodologia de disseminação; e | Comparação dos boletins e avisos de mau tempo"
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;5;CARTAS METEOROLÓGICAS;22;7;"Plotagem e análise das cartas de pressão à superfície | Preparação de cartas sinóticas para divulgação aos usuários | Obtenção de produtos gerados por outros centros meteorológicos | Atualização das cartas na Internet | Cartas de altitude | Cartas prognósticas; e | Cartas de auxílio à decisão"
c-esp-me.pdf;C-Esp-ME;XI;METEOROLOGIA PRÁTICA;72;6;BRIEFINGS METEOROLÓGICOS;20;2;"Elaboração; e | Apresentação"
c-esp-me.pdf;C-Esp-ME;XII;INGLÊS TÉCNICO APLICADO À METEOROLOGIA;52;1;VOCABULÁRIO TÉCNICO;20;5;"Variáveis meteorológicas em inglês | Instrumentos meteorológicos em inglês | Fenômenos sinóticos, de mesoescala e locais em inglês | Boletins meteorológicos e Avisos de Mau Tempo em inglês; e | Produtos numéricos em inglês"
c-esp-me.pdf;C-Esp-ME;XII;INGLÊS TÉCNICO APLICADO À METEOROLOGIA;52;2;PUBLICAÇÕES ESTRANGEIRAS;12;3;"Identificação de fontes de informações estrangeiras em inglês | Seleção de produtos meteoceanográficos estrangeiros relevantes ao serviço; e | Interpretação de códigos e abreviaturas em inglês"
c-esp-me.pdf;C-Esp-ME;XII;INGLÊS TÉCNICO APLICADO À METEOROLOGIA;52;3;DISSEMINAÇÃO DE INFORMAÇÕES;20;7;"Estrutura dos organismos internacionais de Meteorologia e Oceanografia: WMO, | Worldwide Met-Ocean Information and Warning Service (WWMIWS) | Coordenação da METAREA V | Programa de Navios Observadores Voluntários: Ship Observations Team (SOT), | Versão dos produtos do Serviço Meteorológico Marinho (SMM) para o inglês | Canais de disseminação dos produtos do SMM em inglês; e | Prática de disseminação dos produtos do SMM em inglês"
c-esp-opap.pdf;C-Esp-OpAP;OPAP I;CONCEITOS BÁSICOS SOBRE OPERAÇÕES POLARES;15;1;ASPECTOS GERAIS SOBRE O CONTINENTE ANTÁRTICO E OPERAÇÕES;10;5;"Características do continente Antártico e sua importância: aspectos gerais da | Geopolítica Polar | Atuação brasileira na Antártica | Sobrevivência Antártica e medicina polar; e | Introdução às operações na região Antártica"
c-esp-opap.pdf;C-Esp-OpAP;OPAP I;CONCEITOS BÁSICOS SOBRE OPERAÇÕES POLARES;15;2;LEGISLAÇÃO ANTÁRTICA;5;4;"Sistema do Tratado Antártico | Protocolo de Madrid e meio ambiente | Código Polar; e | Convenção Internacional para a Prevenção da Poluição por Navios (MARPOL)"
c-esp-opap.pdf;C-Esp-OpAP;OPAP II;METEOROLOGIA ANTÁRTICA;13;1;METEOROLOGIA;7;4;"Meteorologia básica | Meteorologia antártica | Observações meteorológicas; e | Modelos numéricos de previsão do tempo"
c-esp-opap.pdf;C-Esp-OpAP;OPAP II;METEOROLOGIA ANTÁRTICA;13;2;GLACIOLOGIA ANTÁRTICA;3;2;"Glaciologia antártica e tipos de gelos; e | Reconhecimento de campo de gelo"
c-esp-opap.pdf;C-Esp-OpAP;OPAP II;METEOROLOGIA ANTÁRTICA;13;3;PRÁTICA DE METEOROLOGIA ANTÁRTICA;3;3;"Produtos e dados meteorológicos na Antártica | Atividades do previsor meteorológico; e | Experiência prática na observação e previsão da meteorologia antártica"
c-esp-opap.pdf;C-Esp-OpAP;OPAP III;OPERAÇÕES E NAVEGAÇÃO EM ÁGUAS POLARES;34;1;OPERAÇÕES E NAVEGAÇÃO NA REGIÃO ANTÁRTICA;11;6;"Regras básicas de manobra no gelo | Operações aéreas | Operações de mergulho e manobras com botes | Cartas náuticas, publicações, comunicações e auxílios à navegação na Antártica | Estudos de caso: incidentes de navegação; e | Emprego de Radar e Comunicações"
c-esp-opap.pdf;C-Esp-OpAP;OPAP III;OPERAÇÕES E NAVEGAÇÃO EM ÁGUAS POLARES;34;2;PROCEDIMENTOS OPERATIVOS PARA AS REGIÕES POLARES;5;4;"Manual de Operações em Águas Polares | Classificação de navios para operações em águas polares | Atividades principais na região antártica; e | Gerenciamento de Risco"
c-esp-opap.pdf;C-Esp-OpAP;OPAP III;OPERAÇÕES E NAVEGAÇÃO EM ÁGUAS POLARES;34;3;PLANEJAMENTO DE OPERAÇÕES;18;6;"Planejamento de Operações: Canais Austrais | Planejamento de Operações: Estreito de Drake | Planejamento de Operações: Shetlands do Sul | Planejamento de Operações: Estreito Antártico e Weddell | Planejamento de Operações: Gerlache e adjacências; e | Planejamento de missão antártica"
c-esp-opap.pdf;C-Esp-OpAP;OPAP IV;PRÁTICA EM SIMULADOR;15;1;PRÁTICA EM SIMULADORES;15;2;Navegação em área com peculiaridades cartográficas (exercício 1) | Navegação em área com diversas concentrações de cobertura de gelo
c-exp-agmag.pdf;C-Exp-AgMag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;1;MAGNETISMO;12;3;"Conceito de magnetismo | Conceito de magnetismo terrestre; e | Inclinação magnética"
c-exp-agmag.pdf;C-Exp-AgMag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;2;AGULHAS NÁUTICAS;9;3;"Constituição de uma agulha magnética | Condições operacionais necessárias de uma agulha magnética; e | Perturbações da agulha magnética"
c-exp-agmag.pdf;C-Exp-AgMag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;3;TEORIA DOS DESVIOS;18;6;"Magnetização dos navios | Informações das cartas sobre o magnetismo terrestre | Registro sobre a agulha magnética | Compensação de agulha magnética | Inspeção de agulha e seus corretores; e | Instruções para preenchimento do modelo DHN-0104"
c-exp-agmag.pdf;C-Exp-AgMag;AGU-MAG-1;MÉTODOS DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;60;4;COMPENSAÇÃO DE AGULHA MAGNÉTICA;21;7;"Material necessário para compensar agulhas | Compensação de agulha magnética por comparação com a giroscópica | Teoria da compensação de agulha magnética: análise das causas de desvios | Compensação de agulha magnética por alinhamento com pontos notáveis | Compensação de agulha magnética por azimute do sol | Compensação de agulha magnética pelo defletor Kelvin; e | Determinação da barra de Flinders"
c-exp-agmag.pdf;C-Exp-AgMag;AGU-MAG-2;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;80;1;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA EM SIMULADOR;48;1;Compensação de agulha magnética em simulador
c-exp-agmag.pdf;C-Exp-AgMag;AGU-MAG-2;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA;80;2;PRÁTICA DE COMPENSAÇÃO DE AGULHA MAGNÉTICA A BORDO DE NAVIO;32;1;Compensação de agulha magnética a bordo de navio
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;1;SISTEMA DE BATITERMOGRAFIA;1;2;"Tipos de batitermógrafos; e | Finalidade dos sistemas de batitermografia"
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;2;BATITERMÓGRAFO DESCARTÁVEL (X-BT);3;4;"Componentes principais dos sistemas de batitermografia descartável | Tipos de batitermógrafo descartável | Princípio de funcionamento: obtenção da temperatura e da profundidade; e | NAVEMARINST em vigor"
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;3;SISTEMAS DE LANÇAMENTO DO X-BT;6;2;"Sistema de lançamento do X-BT; e | Sistema batitermográfico"
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;4;ESTRUTURA TÉRMICA VERTICAL TÍPICA DO OCEANO;6;8;"Estrutura térmica vertical tipica do oceano | Camada de mistura | Camada profunda | Termoclina permanente e sazonal | Propagação do som na água do mar | Profundidade de início da termoclina | Inversões térmicas; e | Profundidades significativas"
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;5;BATITERMOGRAMAS;4;2;"Interpretação; e | Erros mais comuns de interpretação"
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;6;PARÂMETROS METEOROLÓGICOS;4;3;"Dados a serem coletados | Técnicas e instrumentos de coleta; e | Erros mais comuns de medição"
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;7;MODELOS: REGISTRO DE DADOS BATITERMOGRÁFICOS;3;1;Preenchimento dos modelos-registro
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;8;MENSAGENS BATHY;8;1;Preenchimento
c-exp-bati.pdf;C-Exp-BATI;SIS-BATI-1;BATITERMOGRAFIA;42;9;OPERAÇÃO COM O SISTEMA BATITERMOGRÁFICO;7;1;Prática com sistema batitermográfico
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;1;INTRODUÇÃO A METEOROLOGIA;2;3;"Meteorologia e Climatologia | Estrutura vertical da atmosfera; e | Processos radiativos e balanço energético"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;2;METEOROLOGIA FÍSICA;6;8;"Vapor d´água e medidas de umidade | Processos adiabáticos na atmosfera | Diagramas termodinâmicos | Índices de instabilidade | Formação de névoas e nevoeiros e suas classificações | Formação de nuvens e precipitação | Classificação de nuvens; e | Formação de gelo e turbulência"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;3;METEOROLOGIA DINÂMICA;4;7;"Escala dos fenômenos atmosféricos | Circulação geral da atmosfera | Correntes de jato | Aproximação geostrófica | Convergência e divergência | Circulação, vorticidade e advecção; e | Noções de modelagem numérica de tempo e clima"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;4;METEOROLOGIA SINÓTICA;5;6;"Massas de ar | Teoria da frente polar | Frontogênese e frontólise | Tempo associado aos sistemas frontais | Descrição do ar superior; e | Cartas de contorno"
c-exp-metocof_0.pdf;C-EXP-METOC-OF;?;METEOROLOGIA;30;5;METEOROLOGIA TROPICAL;4;3;"Ventos alísios e Zona de Convergência Intertropical | Ondas tropicais; e | Ciclones tropicais"
